2.776000000000000156e+01 2.810000000000000142e+01 2.826999999999999957e+01 2.744999999999999929e+01 2.800680640866957916e+01 2.954355223573588063e+01 2.910059463858017281e+01 2.811016253560272915e+01
2.823999999999999844e+01 2.776000000000000156e+01 2.964999999999999858e+01 2.746999999999999886e+01 2.898550021918461894e+01 2.771587303121025059e+01 2.950182947478895557e+01 2.746906817953351521e+01
2.737999999999999901e+01 2.898999999999999844e+01 2.946999999999999886e+01 2.703000000000000114e+01 2.770979598684184708e+01 2.971059879774693258e+01 2.896407705381642472e+01 2.773235532916805823e+01
2.876000000000000156e+01 2.864999999999999858e+01 3.035000000000000142e+01 2.860000000000000142e+01 2.961481837369393944e+01 3.080065123854648590e+01 3.096481866644000647e+01 2.933132396044047852e+01
2.900000000000000000e+01 2.919000000000000128e+01 2.950000000000000000e+01 2.862000000000000099e+01 3.097815751798082573e+01 2.943831853863992265e+01 3.080193699533365859e+01 2.919165178030604224e+01
2.894000000000000128e+01 2.957000000000000028e+01 3.082999999999999829e+01 2.880999999999999872e+01 2.891710647015371549e+01 2.955674551957353913e+01 2.991203419451001366e+01 2.816157462624874697e+01
2.919000000000000128e+01 2.885999999999999943e+01 2.973999999999999844e+01 2.839999999999999858e+01 2.895445904784650182e+01 3.056153636184428990e+01 3.056392814469997887e+01 2.943238954767385351e+01
2.860000000000000142e+01 2.871000000000000085e+01 2.896000000000000085e+01 2.826999999999999957e+01 3.102427052597846568e+01 3.169130051087874023e+01 3.218163540985419502e+01 3.014097681429531050e+01
2.851000000000000156e+01 2.966000000000000014e+01 2.973000000000000043e+01 2.841000000000000014e+01 3.203925516636763859e+01 3.295173441992500329e+01 3.386287458805307438e+01 3.117094500299126381e+01
2.960000000000000142e+01 3.017999999999999972e+01 3.058999999999999986e+01 2.932999999999999829e+01 3.356540946752731713e+01 3.304337633585287648e+01 3.371335490940230528e+01 3.243024090515719138e+01
2.894000000000000128e+01 2.957000000000000028e+01 3.082999999999999829e+01 2.880999999999999872e+01 2.842722284164200985e+01 2.954709116521474854e+01 2.919962621176907547e+01 2.800073721749555844e+01
2.919000000000000128e+01 2.885999999999999943e+01 2.973999999999999844e+01 2.839999999999999858e+01 2.891430541318801417e+01 2.805819011050765610e+01 2.972357850848125693e+01 2.763076241437064695e+01
2.860000000000000142e+01 2.871000000000000085e+01 2.896000000000000085e+01 2.826999999999999957e+01 2.790077209036326167e+01 2.963499317471781680e+01 2.909644551259794198e+01 2.771562525754505302e+01
