12.12 27.63 12.02 11.07 5.99
20.34 22.07 9.64 5.27 4.03
27.35 30.49 12.28 17.15 7.81
9.88 9.23 23.72 8.05 13.65
15.42 27.08 10.02 17.14 15.30
10.14 26.30 12.92 21.26 15.16
33.58 15.07 19.32 19.19 12.20
18.98 25.36 35.69 16.25 26.50
21.56 23.66 25.72 27.05 16.77
28.44 12.68 26.25 16.42 21.85
