9.70 13.67 12.57 12.62 5.16
15.05 20.43 10.02 8.24 3.02
8.28 28.21 12.82 15.95 6.83
24.20 9.30 22.90 9.95 12.97
9.69 16.80 10.67 15.69 14.57
9.68 11.86 13.37 19.22 14.70
22.05 31.90 19.11 18.88 12.10
12.46 19.82 35.07 15.83 26.34
13.55 22.23 25.75 24.38 16.83
23.85 27.08 25.95 17.12 22.02
