6.07 49.28 3.35 47.83 51.71
24.65 30.12 10.70 43.72 71.63
46.64 64.35 0.69 16.72 23.19
8.72 21.24 36.90 24.70 47.87
6.58 48.78 8.38 25.39 15.10
10.78 44.10 1.57 10.61 2.29
74.48 10.95 23.18 12.01 18.10
16.30 41.68 76.66 76.57 19.90
28.06 37.99 42.39 3.70 12.80
53.36 0.89 42.14 43.22 23.92
