13.32 16.31 27.04 8.12 14.17
18.90 20.18 27.27 7.28 12.84
12.81 25.22 23.23 14.84 15.22
24.94 12.36 17.40 15.36 21.95
13.75 18.61 15.96 17.13 13.40
12.24 15.31 18.44 18.16 15.25
21.23 26.20 25.33 19.21 19.22
17.36 20.16 8.35 18.96 29.78
13.75 20.36 21.40 21.73 22.65
24.02 22.81 16.08 20.25 22.55
