-8.55 47.95 -3.46 -48.20 53.47
23.27 31.08 -11.45 -44.60 74.41
43.59 67.65 -0.44 -18.64 25.91
-6.02 -22.38 36.70 23.31 49.22
4.05 48.62 -8.95 24.22 16.45
-12.96 43.02 1.17 9.81 2.92
75.31 15.79 22.60 -12.05 19.18
15.01 42.23 77.16 77.51 19.11
27.79 40.25 43.55 3.87 -12.78
55.79 2.33 43.45 44.32 23.35
