2.661793545250545989e+01 2.723527753904860660e+01 2.743369518229790316e+01 2.626426634051602349e+01
2.699403236184274135e+01 2.616185985974754402e+01 2.734037508042275633e+01 2.583132826880413191e+01
2.607981063555316936e+01 2.665096036599661744e+01 2.718676102919238957e+01 2.548615114591056496e+01
2.643398436799336793e+01 2.699554732180729033e+01 2.741512301748834801e+01 2.585413625676790517e+01
2.690127838931758220e+01 2.646740676707262097e+01 2.738066054536177774e+01 2.588645787296839629e+01
2.619794242342928214e+01 2.644094270052526596e+01 2.703656255644561668e+01 2.558971401516992117e+01
2.615378962197364388e+01 2.684510644959216918e+01 2.733120016614442349e+01 2.590493667066415640e+01
2.693339495821810914e+01 2.734319329812637633e+01 2.803992869015606004e+01 2.625598887970294015e+01
2.734077336725099627e+01 2.781051212524317506e+01 2.850670204034715383e+01 2.667136858472612460e+01
2.807314893609796513e+01 2.761453266535841422e+01 2.848322124198990224e+01 2.712225844049106271e+01
