7.679822489228874360e+01 7.804436972020991448e+01 7.871890358429540413e+01 7.622083761968859505e+01
7.745545166351182331e+01 7.612414235198399126e+01 7.829814838730436577e+01 7.540751088798751312e+01
7.616457670318136763e+01 7.854641679476777938e+01 7.865144900171647180e+01 7.585489369287202521e+01
7.840044507508869742e+01 7.924276258105129500e+01 8.042611084087990037e+01 7.706101897070973905e+01
7.945957261595248156e+01 7.867094744716766286e+01 8.037599984950924181e+01 7.759113664165036539e+01
7.822981851702321876e+01 7.904433833264745601e+01 8.003412455293546657e+01 7.696881600023772307e+01
7.862046878404984795e+01 8.022403827657636555e+01 8.120387566408638236e+01 7.816657031042804249e+01
8.082422687079250068e+01 8.175679120332746663e+01 8.295436793398559416e+01 7.943262253850144816e+01
8.190179887512779544e+01 8.288300271478523484e+01 8.453313221449207049e+01 8.042088987412543588e+01
8.331402495870405289e+01 8.285401048395405610e+01 8.448875447365621483e+01 8.166738105155090466e+01
