1.802738175842718960e+01 1.853418772641513357e+01 1.845516803871446143e+01 1.811102583163755142e+01
1.847200110898903347e+01 1.794953156275833450e+01 1.825079746821629811e+01 1.808500023478947583e+01
1.794106461150168741e+01 1.876804896530925149e+01 1.854094705309069013e+01 1.833486177024484221e+01
1.875456611536505847e+01 1.910152229425870019e+01 1.918701768422216958e+01 1.886651087026740470e+01
1.899281803960359838e+01 1.857746068570616416e+01 1.904620078060778710e+01 1.859504167395658314e+01
1.845046389795419373e+01 1.861504400011830285e+01 1.863659628134281832e+01 1.847561956662491056e+01
1.862196222842826643e+01 1.905109429042344971e+01 1.887872651970711502e+01 1.849883658100503681e+01
1.919691996139980716e+01 1.954400731689359105e+01 1.974605025743083431e+01 1.952513680443546562e+01
1.966325804239871999e+01 1.987849749609773298e+01 1.990583572172947058e+01 1.994281510285553338e+01
1.994908686803101716e+01 1.983971337853515493e+01 2.040588623776203292e+01 1.960953058339624278e+01
