1.084999999999999964e+01 1.065000000000000036e+01 1.094999999999999929e+01 1.051999999999999957e+01
1.055000000000000071e+01 1.027999999999999936e+01 1.058999999999999986e+01 1.015000000000000036e+01
9.800000000000000711e+00 9.480000000000000426e+00 9.869999999999999218e+00 9.250000000000000000e+00
9.259999999999999787e+00 9.660000000000000142e+00 9.740000000000000213e+00 9.189999999999999503e+00
9.830000000000000071e+00 9.929999999999999716e+00 1.002999999999999936e+01 9.800000000000000711e+00
