1.821961362916567282e+02 1.849266109268063758e+02 1.863731298793418887e+02 1.794629932462727311e+02
1.838835935708810894e+02 1.808594746837543425e+02 1.866768641291276367e+02 1.785465621385587838e+02
1.818021403453573726e+02 1.875902963839194797e+02 1.887518964782605053e+02 1.800593132134386849e+02
1.874794866701950298e+02 1.883518252828567086e+02 1.915187718625059006e+02 1.842601664534298038e+02
1.885663275053475161e+02 1.860341435708070321e+02 1.904670064456782370e+02 1.837824097614534367e+02
1.861231714023178370e+02 1.870019721759025231e+02 1.906012046040957841e+02 1.818981890625783819e+02
1.861275408916413880e+02 1.888578333845460691e+02 1.915738205324104229e+02 1.837969825646359538e+02
1.901362126601619877e+02 1.918989760341843862e+02 1.952557370763502433e+02 1.878657143616241854e+02
1.928042637516269338e+02 1.935918960311319665e+02 1.980677199529958443e+02 1.897521946604754532e+02
1.941427428367099992e+02 1.936541277294960537e+02 1.961686402426144014e+02 1.911926641120178090e+02
