1.016992880396705701e+01 1.102743941503874225e+01 1.071477695970470734e+01 1.027591242653362080e+01
1.084068564828174530e+01 1.014672293469803144e+01 1.080358681916864860e+01 1.032478699961435353e+01
1.009579997656459227e+01 1.095821691400050568e+01 1.066776516130440378e+01 1.015321276169521347e+01
1.110343529065947088e+01 1.170382541508035068e+01 1.171040645831635452e+01 1.094801513519217906e+01
1.189803259024566984e+01 1.117595432276467093e+01 1.168761509610809490e+01 1.132115300148506876e+01
1.057865034983721131e+01 9.874601644662426736e+00 1.047048972554536661e+01 9.868016109436133831e+00
9.510914120982809195e+00 1.048075535940551717e+01 1.041831944399977417e+01 9.918773876547330559e+00
1.086679919668334371e+01 1.149099105133255350e+01 1.147070022219402397e+01 1.073486087175228398e+01
1.188172201408893258e+01 1.220871399639857025e+01 1.274911562947570687e+01 1.143569415120868804e+01
1.279565318475012248e+01 1.205495254937603455e+01 1.270794519579673576e+01 1.214685986222988312e+01
