4.862130839133060789e+01 4.982473057539213102e+01 5.020375846135524256e+01 4.852719115879039435e+01
4.985225790531034562e+01 4.867667211553086304e+01 4.937186251075684851e+01 4.848823598325568440e+01
4.832778239672968112e+01 5.045281882539313045e+01 5.036704783037484390e+01 4.862395660493589844e+01
5.045521999447850447e+01 5.116307784778823731e+01 5.123447838326050885e+01 5.025098897325507608e+01
5.093379973399511584e+01 4.978079907717626895e+01 5.141099125314098472e+01 4.993655011925723386e+01
4.937163392250921845e+01 4.950336536945280841e+01 4.998823840385288264e+01 4.853553389450851796e+01
4.927677054477581464e+01 5.040769885442337284e+01 5.049265980815906829e+01 4.863444094230257519e+01
5.028280733309236439e+01 5.129289377883519307e+01 5.147010191244838495e+01 5.089836681998251322e+01
5.116007708931402220e+01 5.247144720121395522e+01 5.207998288055545544e+01 5.172167627284821378e+01
5.282264744440576720e+01 5.181742936520093679e+01 5.346934471253387500e+01 5.207308530090518417e+01
