2.727238760152453878e+01 2.812678134302953126e+01 2.828028323712678826e+01 2.769840852073509296e+01
2.779304442804524200e+01 2.732268434752866781e+01 2.746467512876069250e+01 2.746534649864889133e+01
2.732300357208779218e+01 2.809082271580619050e+01 2.801761646506072978e+01 2.772564637892256201e+01
2.785394022603293962e+01 2.806353229009787498e+01 2.815486122806250791e+01 2.808385540214442955e+01
2.810060078631793345e+01 2.710022511533204082e+01 2.787944713347467740e+01 2.756940447269183281e+01
2.672941701852084861e+01 2.676852029957892753e+01 2.699701598059254692e+01 2.661491083281823578e+01
2.662114184468865119e+01 2.727191772468755460e+01 2.723423438835015276e+01 2.655171930685430937e+01
2.749466367308287218e+01 2.790719981704965846e+01 2.782381909983737600e+01 2.799054268545161150e+01
2.792509891057257221e+01 2.829975868346095069e+01 2.798929215932303904e+01 2.837884990641904892e+01
2.857139717515468291e+01 2.757976546482335323e+01 2.854208551990000231e+01 2.801663687377520873e+01
