2.511036800201216224e+01 2.594687632652524911e+01 2.597783550611761427e+01 2.489859846759216211e+01
2.568353193807205059e+01 2.558041026559589426e+01 2.628755950400087116e+01 2.499185530479562090e+01
2.562903435109757311e+01 2.646652064345694555e+01 2.654749453224375344e+01 2.543218239458591157e+01
2.636299028657133903e+01 2.650749380507216557e+01 2.707662179735627106e+01 2.569805082945593000e+01
2.644372962071897248e+01 2.607718541390869760e+01 2.677825081443932120e+01 2.561567389614192791e+01
2.586914926150189586e+01 2.591114750453577997e+01 2.643517416987183921e+01 2.514839360478111274e+01
2.564073492931020937e+01 2.618364042324762053e+01 2.648730398208860493e+01 2.542765615332457330e+01
2.627389169032445793e+01 2.657585107091762211e+01 2.709685196314659095e+01 2.579462170205226812e+01
2.653599315647252510e+01 2.680800023684312094e+01 2.748506619524015449e+01 2.592674219710858097e+01
2.690314493926592121e+01 2.668138704997225119e+01 2.732854024639240009e+01 2.627219553762445869e+01
