1.991252839180747713e+01 2.019519611499521616e+01 2.029792948413976461e+01 1.971382890769216800e+01
1.999025439930187886e+01 1.981460437184673751e+01 2.023920243748330705e+01 1.949195203806298338e+01
1.979247561664465138e+01 2.025578479972135781e+01 2.032581515705097530e+01 1.962952466711887567e+01
2.019543680401523034e+01 2.049779167333400309e+01 2.065583836552906405e+01 1.993540402969549419e+01
2.047270608018441251e+01 2.012027367520951060e+01 2.060715700606158407e+01 1.985977398364470758e+01
1.990335105621029044e+01 1.997929439369613647e+01 2.026151856133899543e+01 1.951393432028107355e+01
1.973928436777386963e+01 2.010449292708748814e+01 2.032317443301920079e+01 1.961760868242663847e+01
2.014948822041037957e+01 2.041583708262052355e+01 2.070071237954385168e+01 1.976146437472740658e+01
2.036615601639961071e+01 2.066548525256109414e+01 2.096495812807990688e+01 1.996499999475539511e+01
2.076134247362621821e+01 2.043939069949589893e+01 2.093020787406973682e+01 2.021286521489858501e+01
