3.696848618362430017e+01 3.758691548425233719e+01 3.768710810136193601e+01 3.684631723833154382e+01
3.742199209891792577e+01 3.715471287548255219e+01 3.789266169998833078e+01 3.671231264923810755e+01
3.717004213990497163e+01 3.821102704961794672e+01 3.830407927911749510e+01 3.714610446299155200e+01
3.816325472555456599e+01 3.855779376183095053e+01 3.902361735127892928e+01 3.773401961991108067e+01
3.855400755225092269e+01 3.817458429332216241e+01 3.904972294824486312e+01 3.770519423485186650e+01
3.806859089061449453e+01 3.843316881912523542e+01 3.887309927592181680e+01 3.752362879118490468e+01
3.821383898086379816e+01 3.890054638836906520e+01 3.930704464885901217e+01 3.794320417491893238e+01
3.893871774009311792e+01 3.937632092606963852e+01 4.005721069362190434e+01 3.846673261432113122e+01
3.937768270647180202e+01 3.968980453936521258e+01 4.048742951123762168e+01 3.872999340180900418e+01
3.985133183370849963e+01 3.958402089698126503e+01 4.038873610142307768e+01 3.915631302044754136e+01
