,date,open,close,high,low,volume,code
0,2015-02-25,9.85,9.855,10.0,9.77,21883.0,300342
1,2015-02-26,9.865,9.82,9.96,9.74,22234.0,300342
2,2015-02-27,9.82,10.27,10.365,9.615,53879.0,300342
3,2015-03-02,10.27,10.44,10.611,10.09,58511.0,300342
4,2015-03-03,10.445,10.18,10.706,10.165,57440.0,300342
5,2015-03-04,10.165,10.35,10.41,10.065,30443.0,300342
6,2015-03-05,10.41,11.171,11.386,10.35,77460.0,300342
7,2015-03-06,11.071,10.836,11.221,10.621,48281.0,300342
8,2015-03-09,10.706,11.476,11.612,10.611,55306.0,300342
9,2015-03-10,11.481,11.612,11.757,11.256,45650.0,300342
10,2015-03-11,11.617,12.773,12.773,11.411,107822.0,300342
11,2015-03-12,12.467,12.177,12.693,12.087,70360.0,300342
12,2015-03-13,12.272,12.362,12.577,11.912,45770.0,300342
13,2015-03-16,12.312,12.577,12.863,12.262,51648.0,300342
14,2015-03-17,12.613,12.337,12.703,12.137,49663.0,300342
15,2015-03-18,12.332,12.432,12.587,12.062,38190.0,300342
16,2015-03-19,12.412,12.287,12.457,12.137,30853.0,300342
17,2015-03-20,12.362,12.688,13.263,12.362,61470.0,300342
18,2015-03-23,12.663,13.338,13.488,12.412,67478.0,300342
19,2015-03-24,13.313,12.958,13.458,12.412,72773.0,300342
20,2015-03-25,12.963,12.853,13.028,12.532,41336.0,300342
21,2015-03-26,12.763,12.032,12.763,11.917,85458.0,300342
22,2015-03-27,12.062,12.267,12.337,11.997,29980.0,300342
23,2015-03-30,12.172,11.972,12.412,11.672,40298.0,300342
24,2015-03-31,11.912,12.212,12.302,11.867,28883.0,300342
25,2015-04-01,12.337,12.878,13.358,12.122,56053.0,300342
26,2015-04-02,12.813,13.013,13.083,12.663,57932.0,300342
27,2015-04-03,13.058,13.563,13.794,12.773,73917.0,300342
28,2015-04-07,13.568,13.699,14.154,13.568,59713.0,300342
29,2015-04-08,13.358,12.918,13.709,12.572,65812.0,300342
30,2015-04-09,12.868,12.793,12.913,12.027,40509.0,300342
31,2015-04-10,12.613,12.848,13.043,12.517,31958.0,300342
32,2015-04-13,12.963,13.473,13.548,12.863,58003.0,300342
33,2015-04-14,13.463,13.088,13.463,12.848,38635.0,300342
34,2015-04-15,13.088,12.322,13.088,12.072,43068.0,300342
35,2015-04-16,12.312,12.217,12.693,11.952,32514.0,300342
36,2015-04-17,12.317,12.317,12.502,12.117,31536.0,300342
37,2015-04-20,12.317,12.187,12.437,11.957,36600.0,300342
38,2015-04-21,12.137,12.733,12.758,12.062,35871.0,300342
39,2015-04-22,12.587,13.098,13.113,12.587,45190.0,300342
40,2015-04-23,13.058,13.083,13.518,12.908,46308.0,300342
41,2015-04-24,13.378,13.438,13.634,13.038,71793.0,300342
42,2015-04-27,13.548,13.939,14.409,13.273,90751.0,300342
43,2015-04-28,13.764,13.483,14.124,13.218,51094.0,300342
44,2015-04-29,13.298,14.83,14.83,13.278,102601.0,300342
45,2015-04-30,15.415,15.766,16.166,15.015,103109.0,300342
46,2015-05-04,15.866,16.121,17.292,15.866,69101.0,300342
47,2015-05-05,16.516,16.416,17.167,15.986,69239.0,300342
48,2015-05-06,16.476,18.058,18.058,16.476,109645.0,300342
49,2015-05-07,18.513,17.743,19.189,16.476,93306.0,300342
50,2015-05-08,18.152,18.852,19.165,18.036,71356.0,300342
