,date,open,close,high,low,volume,code
0,2015-05-22,30.992,28.237,31.291,27.737,448582.0,300253
1,2015-05-25,26.502,26.726,27.427,25.755,284074.0,300253
2,2015-05-26,26.856,28.137,28.712,26.763,246356.0,300253
3,2015-05-27,28.592,27.98,28.988,26.987,254638.0,300253
4,2015-05-28,27.984,25.74,27.995,25.718,249533.0,300253
5,2015-05-29,26.308,26.528,26.95,24.822,210021.0,300253
6,2015-06-01,26.875,28.219,28.443,26.528,255731.0,300253
7,2015-06-02,28.368,30.007,30.69,27.793,354923.0,300253
8,2015-06-03,29.787,33.008,33.008,29.264,443619.0,300253
9,2015-06-04,34.49,36.307,36.307,31.336,523315.0,300253
10,2015-06-05,37.233,33.978,37.692,33.612,327075.0,300253
11,2015-06-08,32.601,30.582,33.213,30.582,285029.0,300253
12,2015-06-09,29.824,30.272,31.597,29.118,198845.0,300253
13,2015-06-10,30.272,31.123,31.69,29.301,202662.0,300253
14,2015-06-11,30.798,29.854,31.541,29.406,209717.0,300253
15,2015-06-12,29.865,32.258,32.612,29.361,269614.0,300253
16,2015-06-15,32.101,29.256,32.101,29.033,240379.0,300253
17,2015-06-16,28.316,28.536,30.197,27.372,217705.0,300253
18,2015-06-17,28.036,30.197,31.074,27.808,194898.0,300253
19,2015-06-18,30.201,27.435,30.555,27.177,181430.0,300253
20,2015-06-19,26.83,24.691,27.248,24.691,176973.0,300253
21,2015-06-23,24.635,24.318,25.304,22.224,206649.0,300253
22,2015-06-24,24.635,24.079,25.494,23.329,176352.0,300253
23,2015-06-25,24.262,21.799,24.632,21.672,223565.0,300253
24,2015-06-26,20.567,19.619,20.716,19.619,147025.0,300253
25,2015-06-29,19.596,17.655,19.764,17.655,175289.0,300253
26,2015-06-30,15.991,19.41,19.41,15.89,346072.0,300253
27,2015-07-01,19.757,17.469,21.127,17.469,309608.0,300253
28,2015-07-02,17.749,16.424,18.57,15.722,295633.0,300253
29,2015-07-03,16.047,17.738,18.066,14.886,415966.0,300253
30,2015-07-06,19.511,17.767,19.511,15.965,402027.0,300253
31,2015-07-07,16.125,15.991,17.17,15.991,166029.0,300253
32,2015-07-08,14.393,16.088,16.461,14.393,1047065.0,300253
33,2015-07-09,15.177,17.696,17.696,15.177,317424.0,300253
34,2015-07-10,18.103,19.466,19.466,18.103,149602.0,300253
35,2015-07-13,20.53,21.414,21.414,19.279,429970.0,300253
36,2015-07-14,20.866,21.948,23.478,20.492,403595.0,300253
37,2015-07-15,20.903,19.753,21.649,19.753,199807.0,300253
38,2015-07-16,19.41,19.216,20.895,17.779,258968.0,300253
39,2015-07-17,19.619,20.619,21.101,19.216,208895.0,300253
40,2015-07-20,20.645,20.828,21.646,19.958,234930.0,300253
41,2015-07-21,20.156,21.791,22.142,19.783,269146.0,300253
42,2015-07-22,21.313,20.94,21.885,20.347,251736.0,300253
43,2015-07-23,20.884,21.015,21.362,20.533,207181.0,300253
44,2015-07-24,21.463,20.418,22.321,20.112,300031.0,300253
45,2015-07-27,19.522,18.376,20.324,18.376,264393.0,300253
46,2015-07-28,17.338,16.539,17.909,16.539,336999.0,300253
47,2015-07-29,16.872,17.375,17.375,14.949,283679.0,300253
48,2015-07-30,17.312,15.752,17.357,15.677,222067.0,300253
49,2015-07-31,15.491,16.032,16.308,15.08,222936.0,300253
50,2015-08-03,15.304,14.938,15.826,14.52,208840.0,300253
51,2015-08-04,15.379,16.431,16.431,15.009,176280.0,300253
52,2015-08-05,16.424,15.856,16.853,15.685,170692.0,300253
53,2015-08-06,15.304,15.991,16.461,15.11,118511.0,300253
54,2015-08-07,16.267,17.588,17.588,16.267,267206.0,300253
55,2015-08-10,17.92,18.66,19.253,17.618,304496.0,300253
56,2015-08-11,18.286,18.051,18.775,17.991,200847.0,300253
57,2015-08-12,17.543,17.293,18.025,17.29,137444.0,300253
58,2015-08-13,17.29,17.917,17.991,17.17,124021.0,300253
59,2015-08-14,18.115,17.771,18.622,17.767,149881.0,300253
60,2015-08-17,17.719,17.155,17.719,16.797,120873.0,300253
61,2015-08-18,17.17,15.438,17.962,15.438,177138.0,300253
62,2015-08-19,14.931,16.819,16.905,14.445,185907.0,300253
63,2015-08-20,18.503,18.503,18.503,18.316,250273.0,300253
64,2015-08-21,17.73,16.655,18.286,16.651,336980.0,300253
65,2015-08-24,15.308,14.99,15.774,14.99,108969.0,300253
66,2015-08-25,13.49,13.49,13.859,13.49,132563.0,300253
67,2015-08-26,13.064,12.142,13.997,12.142,233774.0,300253
68,2015-08-27,12.314,12.478,12.878,11.045,203570.0,300253
69,2015-08-28,12.728,13.475,13.662,12.135,263632.0,300253
70,2015-08-31,12.881,12.127,13.187,12.127,184222.0,300253
71,2015-09-01,11.571,10.914,11.728,10.914,149416.0,300253
72,2015-09-02,9.933,10.041,11.661,9.925,202398.0,300253
73,2015-09-07,10.362,11.045,11.045,10.265,284151.0,300253
74,2015-09-08,10.825,11.907,12.127,10.56,257461.0,300253
75,2015-09-09,11.926,12.512,13.019,11.758,296254.0,300253
76,2015-09-10,12.0,12.056,12.441,11.986,155486.0,300253
77,2015-09-11,12.127,12.28,12.605,11.993,142953.0,300253
78,2015-09-14,12.56,11.052,12.56,11.052,152133.0,300253
79,2015-09-15,10.515,9.948,10.866,9.948,163758.0,300253
80,2015-09-16,10.078,10.944,10.944,10.078,229337.0,300253
81,2015-09-17,11.347,11.258,12.019,11.071,313821.0,300253
82,2015-09-18,11.422,11.87,12.127,11.004,219243.0,300253
83,2015-09-21,11.411,12.728,12.911,11.366,236070.0,300253
84,2015-09-22,12.769,12.486,13.019,12.154,240933.0,300253
85,2015-09-23,12.172,12.601,12.837,12.131,206496.0,300253
86,2015-09-24,12.915,12.863,13.606,12.654,218081.0,300253
87,2015-09-25,12.687,12.18,12.934,11.87,169674.0,300253
88,2015-09-28,12.206,13.396,13.396,12.168,199134.0,300253
89,2015-09-29,13.068,12.822,13.344,12.564,184324.0,300253
90,2015-09-30,12.956,12.471,13.079,11.993,143197.0,300253
