,open,close,high,low,volume
0,10.93,11.01,11.03,10.89,19711.0
1,11.0,10.97,11.13,10.89,19673.0
2,10.87,10.96,11.01,10.8,18112.0
3,11.09,11.34,11.49,11.08,43088.0
4,11.02,10.79,11.28,10.55,36689.0
5,10.97,11.1,11.13,10.9,26312.0
6,11.07,12.21,12.21,11.07,124699.0
7,12.17,12.27,12.29,11.85,118997.0
8,12.1,12.5,13.08,12.07,141809.0
9,12.68,12.57,12.95,12.29,129974.0
10,12.63,12.31,12.67,12.11,93096.0
11,12.15,12.17,12.4,12.13,44045.0
12,12.19,12.6,12.85,12.18,117563.0
13,12.4,12.06,12.49,12.0,83537.0
14,11.8,11.97,12.15,11.66,40923.0
15,11.99,12.04,12.2,11.96,29031.0
16,12.05,11.99,12.15,11.92,31455.0
17,12.15,11.85,12.15,11.83,27685.0
18,11.85,11.78,12.0,11.76,27867.0
19,11.77,11.47,11.77,11.42,25680.0
20,11.47,11.5,11.63,11.4,23378.0
21,11.58,11.76,11.82,11.51,17987.0
22,11.8,11.78,11.84,11.72,17351.0
23,11.88,12.09,12.28,11.8,48234.0
24,12.09,12.12,12.23,12.05,32750.0
25,12.18,12.22,12.25,12.13,35453.0
26,12.22,12.09,12.36,12.07,33474.0
27,12.09,12.13,12.18,12.0,25990.0
28,12.06,12.2,12.22,12.06,35393.0
29,12.25,12.52,12.67,12.2,96291.0
30,12.52,12.7,13.06,12.52,139071.0
31,12.8,12.9,12.92,12.61,67075.0
32,12.88,13.16,13.45,12.87,93180.0
33,13.17,14.28,14.48,13.13,179831.0
34,14.14,14.31,14.85,13.8,144945.0
35,14.2,14.65,14.8,14.01,101213.0
36,14.8,14.3,15.08,14.14,119708.0
37,14.11,14.11,14.8,13.95,84978.0
38,14.13,14.47,14.5,14.08,61342.0
39,14.52,14.87,15.05,14.51,94468.0
40,14.9,15.18,15.44,14.63,158770.0
41,15.18,15.31,15.66,15.02,121538.0
42,15.2,15.38,15.64,15.11,93644.0
43,15.38,15.34,15.48,15.18,76800.0
44,15.34,15.38,15.56,15.25,89461.0
45,15.38,15.68,16.16,15.28,153390.0
46,15.97,15.3,15.97,15.18,97174.0
47,15.14,14.93,15.35,14.91,84877.0
48,14.9,15.77,15.86,14.9,120352.13
49,15.99,16.42,16.63,15.99,85090.0
50,16.78,16.17,16.88,16.07,84467.0
51,16.18,16.29,16.48,16.0,68609.0
52,16.21,16.44,16.5,16.21,66336.0
53,16.44,16.66,16.77,16.25,91962.0
54,16.54,17.54,17.98,16.5,122471.0
